timestamps,pos_com_hist,pos_clear_hist,angmom_wb_hist
16.59797049,[-1.72796438  2.33274509  1.55964452],[-1.71914116  2.20220723  0.98995753],[0.43282748 1.80900374 0.75938881]
16.68397498,[-1.72935188  2.49687685  1.56256692],[-1.71715914  2.34472205  0.99155892],[0.38511787 1.04226025 0.32089602]
16.76996899,[-1.7299336   2.66320444  1.55322015],[-1.72489376  2.50348273  0.98947125],[ 0.20259415  0.52534554 -0.08615649]
16.85597205,[-1.72767889  2.82839975  1.54007516],[-1.73125658  2.66728788  0.98852819],[ 0.06532417 -0.13529604 -0.22852562]
16.94197154,[-1.72348676  2.99231451  1.52955663],[-1.73491444  2.83267199  0.98798028],[ 0.03327685  0.0576606  -0.20144435]
17.02796984,[-1.71604868  3.15205645  1.52345875],[-1.73338017  2.99322834  0.98744471],[-0.03596779  0.03201942 -0.20826464]
17.11397457,[-1.70570458  3.30782984  1.52086928],[-1.72703961  3.14875512  0.98792185],[-0.1323196   0.09993606 -0.35430563]
17.19997168,[-1.69241541  3.45859876  1.5198369 ],[-1.7175969   3.29810602  0.98774214],[-0.22556656  0.03258651 -0.42675723]
17.28598547,[-1.67823048  3.60322813  1.51961595],[-1.70164852  3.43944204  0.98752886],[-0.14239283  0.08608186 -0.04706896]
17.37196636,[-1.66686951  3.74196491  1.52039248],[-1.68203682  3.57528561  0.98843353],[0.07478738 0.10772925 0.30610478]
17.45799804,[-1.65769762  3.87187605  1.51994621],[-1.66781888  3.70561232  0.98822767],[ 0.00521676 -0.00746403  0.1372264 ]
17.54399276,[-1.64981785  3.9962206   1.52334278],[-1.65703934  3.83820316  0.98746775],[ 0.04899343 -0.6942291   0.13501895]
17.62999558,[-1.64318881  4.12113836  1.53066057],[-1.64780272  3.97888415  0.98575139],[ 0.06957288 -0.31016919  0.10470383]
17.71599817,[-1.63650057  4.25449815  1.53213233],[-1.6412762   4.12326185  0.9860543 ],[ 0.05923425 -0.23219385  0.09174186]
17.80199742,[-1.62935214  4.40553873  1.53016846],[-1.63491053  4.2840946   0.98471201],[ 0.05561748 -0.26759685  0.06769434]
17.88800263,[-1.62125424  4.57090712  1.52525864],[-1.6298442   4.44745061  0.98610139],[0.11540763 0.1196763  0.06510793]
17.97399902,[-1.6118055   4.74920248  1.5100194 ],[-1.62592008  4.64015102  0.94037715],[0.12522951 0.54124194 0.03942716]
18.06001282,[-1.60228966  4.92827637  1.41221128],[-1.62777168  4.93655291  0.66632114],[ 0.21653793 -0.76862796 -0.02661996]
18.14599276,[-1.59234269  5.13399849  1.25096145],[-1.63030307  5.28361159  0.26275619],[ 0.03332416 -4.57159775 -0.02261885]
18.23197699,[-1.58428358  5.30254845  0.99547703],[-1.62526876  5.37510389 -0.01091238],[  0.05533287 -47.28672872   0.09058937]
18.31797695,[-1.57363977  5.43263103  0.78425485],[-1.6298711   5.37872901 -0.04521098],[ 1.21247363  2.54690245 -0.17964515]
18.40397763,[-1.55480548  5.59541677  0.62904884],[-1.62490075  5.45399571 -0.0635278 ],[ 0.69363789 -0.12715812 -0.14177715]
18.4899714,[-1.51505071  5.76183297  0.53741851],[-1.60571681  5.62574772 -0.06237109],[-0.15507684 -1.41484782 -0.90321244]
18.57598233,[-1.4593787   5.91654589  0.47174741],[-1.56772879  5.79116326 -0.06609245],[-0.9206283  -1.16679175 -2.02976539]
18.66197133,[-1.39435053  6.06419024  0.45688603],[-1.50182106  5.93450907 -0.05438933],[-0.80922764 -0.51234278 -0.653718  ]
18.7479763,[-1.33301183  6.20966982  0.47486439],[-1.41489408  6.05164165 -0.03968781],[-0.40926086  0.34928465  0.62322328]
18.83397484,[-1.28108337  6.35088154  0.48970906],[-1.33587705  6.17156629 -0.02918841],[-0.11090497 -0.01542663  0.68553316]
18.91997266,[-1.23652654  6.48956351  0.49789187],[-1.26843318  6.30201112 -0.017899  ],[-0.08332746 -0.2810639   0.55140685]
19.00597286,[-1.20264298  6.62633817  0.50256465],[-1.21415175  6.43455565 -0.00881734],[-0.04492875 -0.21222213  0.54253297]
19.0919714,[-1.18029611  6.75996564  0.51214725],[-1.17311595e+00  6.56509555e+00  2.05563138e-03],[-0.05048582 -0.05398858  0.523129  ]
19.17797017,[-1.17035786  6.89167571  0.52008551],[-1.14415489  6.69495487  0.01079837],[-0.03604309 -0.07231166  0.57131701]
19.26397181,[-1.17214207  7.02423912  0.52747963],[-1.12568224  6.8279707   0.01946698],[-0.01579721 -0.13997122  0.63533721]
19.34997177,[-1.18901332  7.15287882  0.53073531],[-1.12113773  6.95918683  0.02428621],[-0.00546717 -0.08976886  0.66638087]
19.43597436,[-1.21875153  7.28122197  0.53608117],[-1.13010956  7.09316041  0.03110605],[ 0.01515007 -0.10629158  0.71276117]
19.52197599,[-1.2634097   7.40374642  0.53637578],[-1.15458496  7.22607678  0.03128658],[ 0.04386994 -0.18834132  0.76807881]
19.60797334,[-1.32194643  7.52382209  0.54030072],[-1.19481127  7.36067606  0.03464229],[ 0.06911769 -0.20496384  0.78376676]
19.6939714,[-1.39586454  7.6348625   0.53751952],[-1.2520168   7.48808154  0.03210834],[ 0.08451154 -0.22446275  0.80764056]
19.77997088,[-1.48184626  7.7388834   0.5336128 ],[-1.32476638  7.60966752  0.02849393],[ 0.12374842 -0.28438009  0.82188772]
19.86596775,[-1.57988917  7.83614417  0.53298977],[-1.41324865  7.7269362   0.02730287],[ 0.11823035 -0.22002689  0.76402603]
19.95197153,[-1.68861693  7.92076995  0.52860663],[-1.51531377  7.8307899   0.02236906],[ 0.09566173 -0.15616951  0.66652469]
20.03796911,[-1.80668491  7.99686081  0.52794817],[-1.62859047  7.92533147  0.02126157],[ 0.08976911 -0.18450679  0.68502284]
20.1239686,[-1.93141319  8.06106664  0.52262599],[-1.75029318  8.00880781  0.01570575],[ 0.07100272 -0.17853923  0.67881404]
20.20996904,[-2.06495416  8.11203125  0.52007043],[-1.88117647  8.07836957  0.01396277],[ 0.05058924 -0.10836741  0.66253549]
20.29597497,[-2.20263776  8.1496455   0.51661447],[-2.01736651  8.13458     0.01095529],[ 0.07552169 -0.1493848   0.70021359]
20.38197565,[-2.3467246   8.17134233  0.51400822],[-2.16280399  8.17761157  0.00822875],[ 0.12756589 -0.24438976  0.80381021]
20.46797037,[-2.49762514  8.17815057  0.51274686],[-2.32022479e+00  8.20593068e+00  5.28991729e-03],[ 0.21999293 -0.22356596  0.8760818 ]
20.55397272,[-2.65338675  8.17208411  0.51100942],[-2.48536800e+00  8.21798874e+00  1.39663083e-03],[ 0.31051392 -0.26271713  0.89156573]
20.6399765,[-2.81674206  8.15323214  0.51034779],[-2.65844020e+00  8.21166425e+00 -2.49186331e-03],[ 0.33083397 -0.03819568  0.7186212 ]
20.7259922,[-2.98176555  8.12585302  0.51088719],[-2.82815359e+00  8.19044866e+00 -4.42044564e-03],[0.29052158 0.04281416 0.51060843]
20.81197691,[-3.14409328  8.08980577  0.5086919 ],[-2.99065744e+00  8.15693827e+00 -6.63624720e-03],[0.1820634  0.1599122  0.23998721]
20.89797187,[-3.30204088  8.04791538  0.50552665],[-3.14703403  8.11504854 -0.00824969],[0.09908449 0.14995548 0.05901831]
20.98396945,[-3.45203411  8.00474423  0.50496696],[-3.29657743  8.07202894 -0.00851464],[0.05826847 0.09533027 0.1093994 ]
21.06996942,[-3.59503334  7.95827804  0.49531462],[-3.44116963  8.02610863 -0.00920644],[-0.0430703  -0.23967174 -0.09168173]
21.15597296,[-3.7232083   7.91157316  0.4848947 ],[-3.57296072  7.97983826 -0.01398732],[-0.08788552  0.08175077  0.08210367]
21.24196386,[-3.83555057  7.86235044  0.48959543],[-3.68769312  7.93824986 -0.01025486],[ 0.00769511 -0.13899543  0.38028842]
21.32800698,[-3.93279505  7.80990693  0.49051425],[-3.79296744  7.89575499 -0.01184902],[0.02877532 0.81001631 0.44911083]
21.41398096,[-4.01909272  7.75319938  0.49233921],[-3.88707088  7.84940379 -0.01173769],[0.04980759 0.28129741 0.49205151]
21.49997234,[-4.09670625  7.69309788  0.49459557],[-3.97387732  7.79941093 -0.01111018],[0.03262944 0.09504606 0.52021677]
21.58596873,[-4.1671712   7.62802398  0.49763212],[-4.05453213  7.74407747 -0.01033085],[ 0.06073002 -0.057185    0.55144846]
21.67197466,[-4.23051222  7.55907759  0.49657118],[-4.13039733  7.68325849 -0.01162175],[ 0.06209081 -0.43122004  0.5721251 ]
21.75897741,[-4.28787418  7.4842517   0.49779438],[-4.2011108   7.61558681 -0.01238787],[ 0.05609001 -0.02303806  0.57491098]
21.84997129,[-4.34110566  7.40001996  0.49836444],[-4.26866386  7.53869855 -0.01274256],[0.090357   0.58091401 0.63305113]
21.93596721,[-4.38598006  7.31542789  0.49853075],[-4.3272669   7.4602346  -0.01219912],[ 0.13162161 -0.14616506  0.67465547]
22.02201223,[-4.42526702  7.22563639  0.49967479],[-4.37907315  7.37559578 -0.01176494],[0.14421265 0.07050241 0.65929743]
22.10798025,[-4.45820997  7.13208697  0.49969031],[-4.42361238  7.28578076 -0.01180705],[ 0.16144573 -0.54775714  0.59322748]
22.19397092,[-4.48563665  7.03456912  0.50029214],[-4.46000191  7.19014373 -0.0117933 ],[ 0.10365942 -0.08352964  0.44609917]
22.27997231,[-4.5078794   6.93327196  0.50346443],[-4.48988431  7.09048804 -0.01038778],[ 0.10395232 -0.01512942  0.38267714]
22.36599684,[-4.52614539  6.82608657  0.50379061],[-4.5141884   6.98439945 -0.00950865],[0.10997765 0.30468562 0.32520151]
22.45198584,[-4.54227692  6.71253662  0.50671089],[-4.53458813  6.87105497 -0.00921709],[0.10065715 0.73788425 0.27556287]
22.53797102,[-4.55647394  6.59273183  0.50580708],[-4.55122431  6.75158409 -0.00904461],[ 0.11408031 -0.16986218  0.19644563]
22.62397718,[-4.56967141  6.46582927  0.50770987],[-4.56477855  6.62538255 -0.00821682],[0.04713796 0.31111326 0.0710926 ]
22.70997787,[-4.58088585  6.33298333  0.50622982],[-4.57620061  6.49259464 -0.00754362],[ 0.04302615 -0.83353623  0.07235926]
22.79600024,[-4.59117989  6.1940915   0.50614234],[-4.58690923  6.35367484 -0.00847045],[0.00451333 0.23376242 0.05222869]
22.88198638,[-4.59984928  6.04990278  0.50671446],[-4.59648955  6.21045043 -0.00778051],[ 0.01354712 -0.14248152  0.04652253]
22.96797109,[-4.60778849  5.90136559  0.50812124],[-4.60519232  6.06319961 -0.00649664],[0.01405036 0.92268607 0.05667508]
23.05397439,[-4.61483242  5.74980134  0.51062685],[-4.61346509e+00  5.91247760e+00 -5.45520090e-03],[0.00202458 0.44891641 0.04988554]
23.13997054,[-4.62040302  5.59564404  0.51047511],[-4.62059255e+00  5.75865110e+00 -4.99830854e-03],[0.0113717  0.20716371 0.05996115]
23.22597337,[-4.62521661  5.44047678  0.51156541],[-4.62692712e+00  5.60392708e+00 -4.65397695e-03],[-0.00603542 -0.03639052  0.06647443]
23.31198096,[-4.62820632  5.28498557  0.50897064],[-4.63145833  5.44785484 -0.00588906],[ 0.04246406 -0.24432365  0.09924214]
23.39796901,[-4.62998044  5.1294637   0.50943124],[-4.63439502  5.2925824  -0.00639791],[0.02113378 0.38589403 0.0588942 ]
23.48397088,[-4.63111855  4.97366544  0.5110315 ],[-4.63565595e+00  5.13740671e+00 -4.62166894e-03],[ 0.03644001 -0.0698019   0.06427243]
23.56997061,[-4.63155114  4.81631953  0.51188404],[-4.63546239e+00  4.98003693e+00 -4.35808828e-03],[0.02898054 0.1232547  0.0287139 ]
23.65596914,[-4.6321982   4.65815625  0.51297277],[-4.63536947e+00  4.82308683e+00 -2.94538615e-03],[0.01568051 0.17321827 0.01157731]
23.74195838,[-4.63155004  4.49855481  0.51382055],[-4.63414165e+00  4.66393345e+00 -2.16766618e-03],[0.01459534 0.13173665 0.00700203]
23.82797098,[-4.6309091   4.33770285  0.51410165],[-4.63279967e+00  4.50364078e+00 -1.82266043e-03],[0.01072528 0.15048563 0.00957604]
23.91397548,[-4.63006974  4.17535561  0.5146788 ],[-4.63133834e+00  4.34249452e+00 -8.41686319e-04],[0.01595927 0.14058883 0.0030655 ]
23.99996662,[-4.6292351   4.01134008  0.5156983 ],[-4.62999458e+00  4.17866820e+00 -1.16914902e-04],[0.01683133 0.16612331 0.00062186]
24.08599353,[-4.62914517  3.84553413  0.51573491],[-4.62888935e+00  4.01231523e+00 -6.35858512e-04],[0.01410943 0.18149821 0.00512828]
24.17199659,[-4.62936365  3.67722356  0.51612901],[-4.62781245e+00  3.84522765e+00 -3.10910548e-05],[ 0.02157691  0.13489226 -0.00415198]
24.25799656,[-4.63075348  3.50687755  0.51624213],[-4.62731125e+00  3.67588346e+00 -7.20773443e-06],[ 0.03264677  0.09768833 -0.00739738]
24.34499407,[-4.63265035  3.33565976  0.51648342],[-4.62706997e+00  3.50536340e+00  1.60908171e-04],[ 0.04392289  0.0962342  -0.01104933]
24.43096256,[-4.63655174  3.16522539  0.51771473],[-4.62769487e+00  3.33604788e+00  1.01804393e-03],[ 0.04777895  0.08789287 -0.02273374]
24.51697254,[-4.64146647  2.99726707  0.518139  ],[-4.62900164e+00  3.16824375e+00  9.81506385e-04],[ 0.04639631  0.10405456 -0.0534682 ]
24.60299897,[-4.64843526  2.83273491  0.51853606],[-4.63194061e+00  3.00492250e+00  2.18735144e-03],[-0.00824335  0.16408357 -0.1876761 ]
24.68899155,[-4.65800076  2.671157    0.51928099],[-4.63653056e+00  2.84285356e+00  3.11919784e-03],[-0.07362914  0.13466951 -0.24767614]
24.77497506,[-4.67005383  2.51077224  0.51997526],[-4.64629759e+00  2.68141920e+00  4.29697941e-03],[-0.08984415  0.15712044 -0.18848738]
24.86095786,[-4.68274988  2.35241369  0.52069468],[-4.65946152  2.5221488   0.0052235 ],[-0.07058006  0.14204696 -0.06565686]
24.94696426,[-4.69686619  2.19531197  0.52099075],[-4.67536136  2.36360314  0.00527596],[-0.05418857  0.08613209 -0.03208688]
25.03299308,[-4.71106734  2.03919635  0.52086512],[-4.69131180e+00  2.20541530e+00  4.62474436e-03],[-0.05812152  0.09929944 -0.02604521]
25.11898851,[-4.72541667  1.88311154  0.52107498],[-4.70782305  2.04853432  0.00476496],[-0.03969022  0.08795773  0.01298163]
25.20497417,[-4.73968676  1.72604943  0.52118374],[-4.72456583e+00  1.89029145e+00  4.53401249e-03],[-0.03189354  0.06740792  0.02540285]
25.29097223,[-4.75334284  1.5670758   0.52142056],[-4.74063642e+00  1.73030690e+00  4.51385308e-03],[-0.01781996  0.14135681  0.03822362]
25.37697887,[-4.76644345  1.40560107  0.52258228],[-4.75612911  1.56901042  0.00585778],[-0.01186374  0.09132124  0.05539494]
25.46297002,[-4.7783057   1.24180041  0.52324986],[-4.7706467   1.40400894  0.00609349],[-0.0110804   0.0651152   0.05750285]
25.54899716,[-4.789784    1.07533318  0.52467677],[-4.78422913  1.23682778  0.00726631],[-0.01730478  0.18396097  0.06682153]
25.63498926,[-4.79998312  0.90700932  0.52588571],[-4.79650207  1.06873305  0.00861752],[-0.00851447  0.08154016  0.05693748]
25.72097278,[-4.80870769  0.73722696  0.52604202],[-4.80743042  0.89929859  0.00916726],[-0.00329856  0.17087975  0.06587276]
25.80697417,[-4.81511706  0.56777695  0.52779766],[-4.81638331  0.73095552  0.01136518],[0.02524017 0.12199736 0.13558942]
25.89297438,[-4.8193848   0.40025644  0.52905933],[-4.82307754  0.56357128  0.01261877],[0.0456122  0.05914881 0.13880275]
25.97896934,[-4.82154611  0.23668199  0.52952152],[-4.82671986  0.39971463  0.01289509],[0.05187485 0.14127532 0.10927757]
26.06497216,[-4.8236869   0.07730927  0.52758512],[-4.82694997  0.23897329  0.01463485],[-0.28847176  0.01886821 -0.57774802]
26.15197396,[-4.82508524 -0.07503052  0.5236961 ],[-4.83175091  0.08084011  0.01432592],[-0.22693085 -0.33821847  0.02803375]
26.23796725,[-4.81947082 -0.22092393  0.52638045],[-4.8415111  -0.06858886  0.01575872],[-0.13160301  0.25789895  0.32840968]
26.32501268,[-4.80695242 -0.36097552  0.52735211],[-4.84457773 -0.212591    0.01692381],[-0.12110953 -0.05569026  0.28327955]
26.41096878,[-4.78607851 -0.49527359  0.5293106 ],[-4.84019645 -0.3530843   0.01756414],[-0.10816383  0.38897932  0.40788429]
26.49699926,[-4.75592775 -0.62431307  0.52932146],[-4.82842544 -0.49091734  0.01842239],[-0.04197182 -0.11530542  0.53457778]
26.58301377,[-4.71481732 -0.74925759  0.53007577],[-4.80617008 -0.62631593  0.01957535],[-0.02616288 -0.01717221  0.59249788]
26.66900182,[-4.66320913 -0.87047072  0.53044302],[-4.77272435 -0.7595074   0.0209365 ],[ 0.00617996 -0.14618415  0.6748449 ]
26.75497532,[-4.59905097 -0.98709355  0.53045221],[-4.72596991 -0.89044119  0.02219171],[ 0.01047731 -0.12206661  0.68555364]
26.84101105,[-4.52225808 -1.09789354  0.5315691 ],[-4.66494858 -1.01696574  0.02408239],[ 0.0251372  -0.07278168  0.70644292]
26.92700267,[-4.43353011 -1.20175978  0.53266328],[-4.58985849 -1.13886466  0.02514336],[ 0.04908104 -0.15743037  0.73036809]
27.01299047,[-4.33220705 -1.29764626  0.53286054],[-4.49979831 -1.25441565  0.02544043],[ 0.06735389 -0.20078269  0.7482137 ]
27.09899783,[-4.21977029 -1.38375563  0.53356603],[-4.39618443 -1.36091     0.02596765],[ 0.07060807 -0.16103276  0.7322544 ]
27.18699503,[-4.0953079  -1.45960671  0.53435943],[-4.27771131 -1.45824736  0.02613525],[ 0.07252736 -0.21418739  0.73234149]
27.27297091,[-3.96278754 -1.52233898  0.53409718],[-4.14764529 -1.54247078  0.02509053],[ 0.10957849 -0.20001674  0.75575726]
27.35897088,[-3.82219459 -1.57187297  0.53380962],[-4.00660343 -1.61211933  0.02439344],[ 0.12129582 -0.2234519   0.77585042]
27.44499612,[-3.67363555 -1.60803275  0.53446905],[-3.85389033 -1.6669596   0.02349502],[ 0.18485239 -0.28422414  0.80032199]
27.53096175,[-3.51606677 -1.63097272  0.5356446 ],[-3.68912947 -1.70470082  0.0226068 ],[ 0.24047241 -0.10606267  0.79472827]
27.61697793,[-3.35142262 -1.64093046  0.53827682],[-3.51948302 -1.7224898   0.02374473],[ 0.26629537 -0.10540345  0.70705355]
27.70300913,[-3.18473957 -1.63858803  0.5390888 ],[-3.34829773 -1.72319231  0.0235455 ],[0.24345301 0.05259799 0.55383161]
27.78897214,[-3.02086138 -1.62599575  0.53921122],[-3.18252648 -1.71035102  0.02416139],[0.2015901  0.01544739 0.40584015]
27.87497211,[-2.86215616 -1.60608461  0.53659979],[-3.02190755 -1.68831406  0.02408915],[ 0.16883697 -0.39493434  0.32133913]
27.96097207,[-2.71090046 -1.57989928  0.52934727],[-2.87033139 -1.66124708  0.02588205],[ 0.09791065 -0.32708203  0.14337495]
28.04696774,[-2.57794274 -1.55046922  0.52153866],[-2.73434674 -1.63324465  0.02288693],[0.05978197 0.2657465  0.22653805]
28.1329999,[-2.46630117 -1.51585379  0.52852749],[-2.6223958  -1.60535713  0.02713541],[0.04522211 0.07845179 0.34065223]
28.2189734,[-2.37232354 -1.47968422  0.53048664],[-2.52342236 -1.57639464  0.02631263],[0.08122699 0.13010764 0.45429887]
28.30499697,[-2.29355505 -1.44198887  0.53413771],[-2.43937275 -1.54586901  0.02604978],[0.10324798 0.21714081 0.50238006]
28.39097524,[-2.22781874 -1.40209301  0.53550765],[-2.36712944 -1.51339902  0.02460048],[ 0.11865986 -0.3999724   0.52067649]
28.47697401,[-2.17137986 -1.36091523  0.53855291],[-2.30386815 -1.47933621  0.02343176],[0.10429199 0.23373246 0.51938482]
28.56297398,[-2.12213451 -1.31780967  0.53867262],[-2.2477847  -1.44350394  0.02240119],[ 0.09978273 -0.31232825  0.52193195]
28.64897013,[-2.07886012 -1.27275524  0.54002959],[-2.19729407 -1.40565432  0.0214122 ],[0.11475794 0.70285953 0.50954866]
28.73496819,[-2.03997672 -1.22564131  0.53930147],[-2.1504666  -1.36510114  0.02053755],[ 0.08268833 -0.09042452  0.48721423]
28.82098508,[-2.00553572 -1.17737308  0.53930442],[-2.10825882 -1.32295642  0.02041737],[0.10158218 0.27545248 0.48410882]
28.90697217,[-1.97559397 -1.12806414  0.53872309],[-2.07016702 -1.27904797  0.01948554],[ 0.07839998 -0.15548843  0.44761936]
28.9929688,[-1.94912468 -1.07839154  0.53758343],[-2.03562406 -1.23434585  0.01899533],[ 0.08727136 -0.01042095  0.42386811]
29.07897019,[-1.92693673 -1.02935446  0.53817229],[-2.00554005 -1.18911018  0.01849566],[ 0.04746237 -0.05517184  0.3868431 ]
29.16496849,[-1.9078076  -0.97981793  0.53730798],[-1.97834005 -1.14315141  0.01797418],[0.05289736 0.04940832 0.36671627]
29.25096989,[-1.89088819 -0.92859204  0.53723375],[-1.95378683 -1.0949567   0.01781613],[0.06112461 0.02572044 0.36667644]
29.33697104,[-1.87566158 -0.87462822  0.5364419 ],[-1.93071859 -1.04302293  0.01680922],[0.05093489 0.01436307 0.34913148]
29.42296886,[-1.86111724 -0.81627524  0.53520074],[-1.90848002 -0.98600294  0.0153412 ],[ 0.05180094 -0.04566319  0.30844381]
29.50898767,[-1.84725586 -0.75321261  0.53371715],[-1.88789748 -0.92361806  0.01366129],[0.04509967 0.03246063 0.26633528]
29.59497714,[-1.83400683 -0.68530076  0.53242811],[-1.86867548 -0.85613933  0.01215991],[0.05078789 0.01158002 0.25786985]
29.68097496,[-1.82177037 -0.61357567  0.53122032],[-1.85106139 -0.78418074  0.01056239],[0.03622438 0.04450307 0.19582752]
29.76696801,[-1.81040842 -0.5382665   0.53055045],[-1.8357092  -0.7089272   0.00978408],[0.03223161 0.07744916 0.1810094 ]
29.85296893,[-1.80025107 -0.46003578  0.53016761],[-1.82164833 -0.63049305  0.00911594],[0.03320931 0.02246166 0.17192071]
29.93896866,[-1.79080115 -0.37900169  0.52860981],[-1.80891834 -0.54895005  0.0075372 ],[0.02174774 0.0308386  0.13156116]
