timestamps,pos_com_hist,pos_clear_hist,angmom_wb_hist
105.302969,[-1.8026882  -0.28639202  0.52672404],[-1.81086438 -0.45566082  0.00722994],[0.0219436  0.0347491  0.07079671]
105.3889737,[-1.79827976 -0.19902459  0.52518804],[-1.80474856 -0.36766739  0.00576299],[0.02454137 0.04905647 0.09027043]
105.4749725,[-1.79473618 -0.109717    0.5246023 ],[-1.7997341  -0.27849901  0.00528448],[0.0255689  0.04029489 0.09626539]
105.5609705,[-1.79167382 -0.01885331  0.52361518],[-1.79543607 -0.18692953  0.00417249],[0.02337243 0.08217261 0.0567547 ]
105.6489718,[-1.78930717  0.07441484  0.52324543],[-1.79252935 -0.09379877  0.00391152],[0.00916414 0.09354825 0.02592888]
105.7349713,[-1.78728634  0.16773622  0.52265514],[-1.79003600e+00 -3.62136207e-04  3.32464638e-03],[0.00803175 0.07936466 0.03142404]
105.8209767,[-1.78592651  0.26293971  0.52145186],[-1.78780793  0.09495884  0.00231314],[0.00378034 0.11770536 0.03541004]
105.9079747,[-1.78506239  0.36207492  0.5208597 ],[-1.7860355   0.19449644  0.00182389],[0.01528041 0.0001323  0.05213866]
105.9939976,[-1.78440393  0.46392828  0.51959876],[-1.78480678e+00  2.97086248e-01  9.23908217e-04],[0.01822844 0.04659347 0.04387805]
106.0799701,[-1.78372939  0.57028263  0.51917406],[-1.78406370e+00  4.04336971e-01  4.44247313e-04],[0.00741119 0.03413203 0.00719003]
106.1659732,[-1.78326784  0.68129727  0.51849846],[-1.78395264e+00  5.15585986e-01 -1.58408735e-04],[-0.0033167   0.0441547  -0.01395244]
106.2519717,[-1.78265147  0.79741045  0.53917746],[-1.78377522  0.6339438  -0.00536732],[0.04247589 0.81522798 0.0089027 ]
106.3379688,[-1.78228701  0.9336007   0.63657366],[-1.78316798  0.79277639 -0.0095887 ],[0.09824793 1.09970751 0.05084636]
106.4239719,[-1.78260857  1.18083639  0.82641656],[-1.7847474   1.00820524 -0.01109909],[ 0.0952667   4.61347056 -0.0565713 ]
106.5099759,[-1.77980995  1.35416504  0.99946148],[-1.787304    1.39256508  0.09368667],[ 0.14576016  2.62130112 -0.12923416]
106.5959711,[-1.78017633  1.42310373  1.19753854],[-1.78388895  1.7099496   0.4526845 ],[ 0.26638339 -4.80141415 -0.11332911]
106.6819737,[-1.77909223  1.61134626  1.34644067],[-1.78088565  1.79071324  0.65809093],[ 0.08334751 -2.04147002  0.02950518]
106.7679648,[-1.77872215  1.83449287  1.46845642],[-1.77678258  1.81958716  0.84635804],[-0.05214798  2.16166299  0.06519818]
106.8539667,[-1.77644069  2.04555229  1.50828581],[-1.77318799  1.97285602  0.93733086],[0.20914621 4.38911375 0.01059705]
106.9399703,[-1.77551917  2.23189248  1.53221924],[-1.77532537  2.11301851  0.96991552],[ 0.11058717  2.43911489 -0.02052623]
107.0259714,[-1.77249857  2.41116524  1.53313312],[-1.77613885  2.26926439  0.97549977],[ 0.07842224  1.77211038 -0.05339223]
107.1119769,[-1.76884884  2.58486393  1.52748147],[-1.77572385  2.43187584  0.97898088],[ 0.04139099  0.45431705 -0.07154267]
107.1979694,[-1.76378707  2.75700731  1.52409631],[-1.77454014  2.60105029  0.98388581],[ 0.0251128   0.08071771 -0.04773686]
107.2839742,[-1.75649913  2.92677303  1.52451539],[-1.77125035  2.77157293  0.98800277],[ 0.03246029  0.11252445 -0.07767716]
107.3699675,[-1.74701239  3.09270168  1.52678166],[-1.7661137   2.93809325  0.99194529],[-0.0091436   0.08201232 -0.18217462]
107.455972,[-1.73495766  3.25219414  1.52852249],[-1.75830761  3.09685996  0.99505275],[-0.08651493  0.30149259 -0.23328548]
107.5419734,[-1.71997139  3.40325374  1.52818342],[-1.74726436  3.24608647  0.99624777],[-0.26315124 -0.04304937 -0.43232246]
107.6279705,[-1.70320234  3.54972772  1.5305036 ],[-1.72995692  3.39041182  0.99814122],[-0.22908329 -0.00412432 -0.16888663]
107.713973,[-1.68892738  3.68707827  1.531649  ],[-1.70853335  3.52353986  0.99959953],[-0.02254156  0.11492843  0.25881069]
107.7999642,[-1.67763274  3.81854664  1.53387785],[-1.69023633  3.65450983  1.00115393],[0.04724423 0.05614501 0.23034285]
107.8859947,[-1.66904211  3.93880603  1.53443507],[-1.67651616  3.77948395  0.9992587 ],[ 0.0501482  -0.16366713  0.17142662]
107.9719603,[-1.66150985  4.06133188  1.54358688],[-1.665026    3.91557928  0.99895015],[0.04002186 0.09906758 0.13213498]
108.0579622,[-1.6547353   4.19039649  1.54340665],[-1.6574043   4.05255299  0.99689524],[ 0.08011686 -0.31110076  0.12002517]
108.1439996,[-1.64791602  4.33380808  1.5405637 ],[-1.65064217  4.20553746  0.9953907 ],[ 0.09565982 -0.55465919  0.09912764]
108.22997,[-1.64081827  4.4923642   1.53412573],[-1.64556419  4.3677447   0.99322358],[0.10946746 0.48771416 0.0638796 ]
108.3159804,[-1.63261162  4.67199737  1.53479096],[-1.64082806  4.53687753  0.99052838],[0.15524505 1.82177953 0.09686158]
108.4019759,[-1.6230818   4.86117774  1.51622518],[-1.63923903  4.80800741  0.80108127],[ 0.18459297 -1.80451622  0.01425764]
108.487972,[-1.61139122  5.13169539  1.4343497 ],[-1.63988271  5.09674869  0.48871254],[-0.01329197  9.22536795 -0.01415786]
108.5739708,[-1.60782876  5.18294539  1.11497272],[-1.63797715  5.37444943  0.10908218],[-0.31562921 18.5845912   0.22066539]
108.6599767,[-1.59948541  5.35544666  0.84965977],[-1.63376491  5.38133185 -0.02438487],[ 0.24486164 26.46680835 -0.2721412 ]
108.7459717,[-1.59101298  5.51507464  0.66252753],[-1.63638391  5.45982819 -0.07553458],[0.72894919 5.43799375 0.06211401]
108.8319738,[-1.57191838  5.70050837  0.51551148],[-1.63047842  5.57882587 -0.1026362 ],[ 0.07590782 -0.70864586 -0.56690394]
108.9179759,[-1.52894682  5.86745652  0.44510052],[-1.61187884  5.74463987 -0.10014743],[-0.57878688  0.74439151 -1.31405573]
109.0039723,[-1.46977412  6.01359489  0.41280381],[-1.57465912  5.89478432 -0.10415701],[-1.20939215 -0.19507535 -1.7224003 ]
109.0899694,[-1.40903997  6.16107289  0.42902965],[-1.50679133  6.02893437 -0.08401455],[-0.87763185  0.17124934  0.18017788]
109.1759732,[-1.35033476  6.31000446  0.46284048],[-1.42130336  6.14985274 -0.05650549],[-0.39511206  0.22847914  0.67582912]
109.2619703,[-1.29871285  6.45453394  0.47807935],[-1.34703904  6.28016046 -0.04229185],[-0.16985352 -0.25655716  0.55547637]
109.3479717,[-1.25459733  6.59533264  0.49231641],[-1.28448103  6.41436478 -0.02319856],[-0.10883139 -0.05789799  0.47541193]
109.4339602,[-1.2202879   6.73428972  0.50642189],[-1.23343981e+00  6.54698812e+00 -5.49131033e-03],[-0.08297719 -0.04480229  0.45502   ]
109.5199687,[-1.19828113  6.86826984  0.52277971],[-1.19387346  6.67676203  0.01168264],[-0.0662406 -0.0202188  0.4938488]
109.6059711,[-1.18696597  7.00387263  0.53740319],[-1.16348117  6.80998125  0.02746153],[-0.03093165 -0.08489038  0.57400721]
109.6919761,[-1.18985754  7.13341848  0.54638035],[-1.1463248   6.93950261  0.03767594],[-0.01411371 -0.07533237  0.61042839]
109.7779746,[-1.20527354  7.260117    0.55102643],[-1.14171695  7.06843627  0.04375375],[ 0.00777134 -0.06577366  0.64404147]
109.8639698,[-1.23490924  7.38811398  0.55958682],[-1.1491826   7.20246709  0.0534794 ],[ 0.02985922 -0.15061454  0.70211243]
109.9499717,[-1.27779406  7.50795003  0.55760433],[-1.17267914  7.33206719  0.05223657],[ 0.05358989 -0.14916844  0.75367058]
110.0359981,[-1.334481    7.62728885  0.56257919],[-1.21142537  7.46368883  0.05797132],[ 0.053291   -0.18112276  0.77838301]
110.1220131,[-1.40478659  7.73725738  0.55574185],[-1.26551633  7.58922076  0.05147905],[ 0.08151615 -0.24990848  0.79053479]
110.207998,[-1.48869075  7.84135974  0.55604199],[-1.33570474  7.71120537  0.05195561],[ 0.09995111 -0.21248541  0.78808627]
110.2939944,[-1.58250169  7.93306051  0.54815287],[-1.41915716  7.82224411  0.04386076],[ 0.09994306 -0.18464058  0.7442721 ]
110.3800008,[-1.68636311  8.01409231  0.54082147],[-1.51557876  7.92372479  0.03563943],[ 0.08603547 -0.18866906  0.75501767]
110.4659791,[-1.800366    8.08685474  0.53820014],[-1.62382447  8.01548527  0.03316163],[ 0.0927354  -0.20665065  0.75900134]
110.5519984,[-1.92288225  8.14626696  0.52990455],[-1.74153495  8.09504938  0.02567529],[ 0.0863783  -0.17437636  0.70644712]
110.6379921,[-2.05315112  8.19324178  0.52590922],[-1.86928781  8.1613962   0.02225473],[ 0.0764742  -0.17227974  0.71413411]
110.7239645,[-2.18693272  8.22575751  0.51980195],[-2.00282895  8.21388717  0.01614327],[ 0.08054245 -0.18874169  0.72336512]
110.8099964,[-2.32797945  8.24477236  0.51761581],[-2.14559205  8.25371542  0.0140192 ],[ 0.13313141 -0.19800178  0.82643127]
110.8959751,[-2.47229098  8.24892178  0.51320106],[-2.29730593e+00  8.27936558e+00  7.85031497e-03],[ 0.22439804 -0.22246004  0.8971525 ]
110.9819624,[-2.62376058  8.24015637  0.50950595],[-2.45753888e+00  8.28820106e+00  2.43105815e-03],[ 0.33544485 -0.28446995  0.92650839]
111.067976,[-2.78466249  8.21780604  0.50844471],[-2.62613753e+00  8.27847855e+00 -1.26779513e-03],[0.35342669 0.00770047 0.72515635]
111.1539924,[-2.94747814  8.18802978  0.50775128],[-2.79611289e+00  8.25506770e+00 -5.95009395e-03],[0.31513403 0.02975903 0.47728553]
111.2399864,[-3.11109568  8.1480748   0.50492188],[-2.95986122  8.21666161 -0.00896275],[0.19192953 0.09931743 0.1840077 ]
111.3259957,[-3.26852106  8.10597057  0.50346664],[-3.11480933  8.17379538 -0.00978158],[0.07587834 0.15583689 0.06729601]
111.4119592,[-3.41961955  8.06204543  0.5022243 ],[-3.264263    8.12952158 -0.01097741],[0.01902821 0.06201635 0.05492977]
111.4979937,[-3.56484452  8.01498384  0.49411349],[-3.40967483  8.08322474 -0.0108602 ],[-0.06781573 -0.56836032  0.0379153 ]
111.5840054,[-3.69806114  7.96646118  0.48506366],[-3.54592124  8.03497482 -0.01420421],[-0.08942952 -0.04175223  0.06727618]
111.6699989,[-3.81385523  7.91777177  0.48604634],[-3.66420446  7.99137581 -0.01382406],[-0.07398098 -0.45653971  0.23412634]
111.7559967,[-3.91453024  7.86671275  0.48627342],[-3.77217116  7.94816432 -0.01579292],[-0.00170126  0.5120306   0.3807958 ]
111.8419981,[-4.00341717  7.81180684  0.48725331],[-3.86815589  7.90331049 -0.01533111],[ 0.00633782 -0.17136266  0.45407182]
111.927963,[-4.0828794   7.75352468  0.49023145],[-3.95724803  7.85563255 -0.01562394],[0.05407986 0.48002333 0.54952595]
112.0139599,[-4.15564147  7.68943165  0.49297522],[-4.04011317  7.80212824 -0.01501642],[ 0.06333112 -0.10782554  0.55279082]
112.0999613,[-4.22128327  7.62165201  0.49448018],[-4.11752029  7.74370588 -0.01435665],[ 0.06838289 -0.10603364  0.58094422]
112.1859965,[-4.28033742  7.54749047  0.49635301],[-4.18914684  7.67757008 -0.01363985],[0.0867988  0.09114588 0.60222303]
112.2719717,[-4.3328181   7.46986191  0.49734914],[-4.25426064  7.6072422  -0.01203869],[ 0.10780639 -0.25475941  0.63414738]
112.3579741,[-4.37935816  7.38612999  0.49853441],[-4.31447401  7.52963504 -0.01146776],[ 0.11280294 -0.06294784  0.64165496]
112.4439712,[-4.42016975  7.29957018  0.49932508],[-4.36858319  7.44736997 -0.01148372],[ 0.15057417 -0.08952322  0.63138286]
112.5299721,[-4.45431574  7.21018194  0.50093591],[-4.41427023  7.36153776 -0.01065958],[ 0.1384732  -0.09024432  0.54160833]
112.6159832,[-4.48258447  7.11664753  0.50193666],[-4.45211569  7.27037558 -0.01031187],[0.1254535  0.00130374 0.46315995]
112.7019746,[-4.50606655  7.01914739  0.50372299],[-4.48408904  7.17471426 -0.00910531],[0.10874382 0.05503788 0.40665948]
112.7879682,[-4.52474222  6.91467085  0.50400724],[-4.51070078  7.07119923 -0.00913871],[0.11473197 0.04058703 0.39402348]
112.8739786,[-4.54146694  6.80430106  0.50529188],[-4.53286207  6.96252825 -0.00794079],[0.1035357  0.03880464 0.31287142]
112.9599705,[-4.55566642  6.68696899  0.5057113 ],[-4.55025297  6.84599733 -0.00793335],[0.08547329 0.05993305 0.2308905 ]
113.0459719,[-4.56818812  6.56342612  0.50575384],[-4.56425627  6.72294204 -0.00828863],[0.07056027 0.06220337 0.1438689 ]
113.1319685,[-4.57889595  6.43384506  0.50616997],[-4.57561293  6.59252678 -0.00860872],[0.04361867 0.10415036 0.07718703]
113.2179728,[-4.58802909  6.29798895  0.5061664 ],[-4.58542938  6.45654393 -0.00884116],[0.03612914 0.07088929 0.0652475 ]
113.3039682,[-4.59588475  6.15708644  0.50737499],[-4.59389259  6.31684416 -0.0073593 ],[0.02214108 0.15331902 0.04660366]
113.3899698,[-4.6027434   6.01102693  0.50736176],[-4.60166292  6.17241554 -0.00673424],[0.01338162 0.09337722 0.04829611]
113.47597,[-4.60832083  5.86076801  0.50800441],[-4.60843906e+00  6.02369197e+00 -5.37919839e-03],[0.01680114 0.16945118 0.0500182 ]
113.5619726,[-4.61284696  5.7083058   0.50884895],[-4.61390459e+00  5.87220149e+00 -4.16203059e-03],[0.0117363  0.08478469 0.05600772]
113.6479592,[-4.61622549  5.55479792  0.5086914 ],[-4.61873931e+00  5.71788301e+00 -4.74085846e-03],[ 0.02280496 -0.01956079  0.07290632]
113.7339742,[-4.61788966  5.40074786  0.50829603],[-4.62185146  5.56292888 -0.0056373 ],[0.03135586 0.04282296 0.07777685]
113.819973,[-4.61851614  5.2473679   0.50897231],[-4.62376396e+00  5.40904619e+00 -5.37048572e-03],[0.03412041 0.11606654 0.0767186 ]
113.9059734,[-4.61782171  5.09326345  0.50908213],[-4.62351792e+00  5.25557023e+00 -5.22327719e-03],[0.04372529 0.11644469 0.06738969]
113.9919841,[-4.61783267  4.93856117  0.51011908],[-4.62261671e+00  5.10178897e+00 -4.25060641e-03],[0.04555895 0.13850541 0.03665441]
114.0779734,[-4.61808224  4.78251309  0.51128786],[-4.62133987e+00  4.94675250e+00 -3.41128380e-03],[0.03645828 0.07072236 0.02617585]
114.1639688,[-4.61763477  4.62431734  0.51177678],[-4.61921677e+00  4.78935429e+00 -3.06212920e-03],[0.03824013 0.05080163 0.00689206]
114.249975,[-4.61736895  4.46533129  0.51254697],[-4.61727955e+00  4.63118565e+00 -2.26255165e-03],[ 0.03956672  0.13256242 -0.01369058]
114.3359716,[-4.6177806   4.30493613  0.51401432],[-4.61518593e+00  4.47195444e+00 -1.27918779e-03],[ 0.0324127   0.15689137 -0.03686047]
114.4219754,[-4.61985273  4.14383467  0.51442828],[-4.61439041e+00  4.31193861e+00 -8.85133309e-04],[ 0.01709866  0.10663775 -0.06361113]
114.5079708,[-4.62269329  3.98102814  0.51518649],[-4.61417409e+00  4.15022602e+00 -2.34130850e-05],[-0.00347937  0.17342143 -0.09124596]
114.5939701,[-4.62746405  3.81592104  0.51586539],[-4.61671965e+00  3.98510810e+00 -7.69545971e-05],[-0.01150513  0.1414834  -0.08362622]
114.6799722,[-4.63452542  3.64808425  0.51591452],[-4.62150562e+00  3.81668700e+00 -6.80421543e-04],[-0.02503796  0.14954105 -0.08787912]
114.7659721,[-4.64253088  3.47836693  0.51720186],[-4.62792378e+00  3.64681063e+00  2.85429929e-04],[-0.04013703  0.06952885 -0.09695089]
114.8519711,[-4.65156883  3.30780461  0.5174119 ],[-4.63634168e+00  3.47538729e+00  4.03294583e-04],[-0.05449306  0.11256457 -0.08163208]
114.937973,[-4.66144004  3.13779598  0.51719469],[-4.64666453e+00  3.30473083e+00  5.32263177e-04],[-0.02147006  0.13839731 -0.01902561]
115.0239754,[-4.67149733  2.97148634  0.51817799],[-4.65756053e+00  3.13838746e+00  1.49592269e-03],[-0.01759798  0.12402203  0.0107691 ]
115.1099715,[-4.68188659  2.80792179  0.51734293],[-4.66832092e+00  2.97513737e+00  2.07552245e-03],[-0.00702909  0.11841577 -0.0168985 ]
115.1959915,[-4.69263892  2.64897272  0.51757575],[-4.67894519e+00  2.81647270e+00  3.21337068e-03],[-0.0213937   0.1561818  -0.02684945]
115.2819622,[-4.70311835  2.49342726  0.51890279],[-4.68951504e+00  2.66100594e+00  4.67721095e-03],[-0.02861922  0.11704805 -0.03336461]
115.36797,[-4.71407783  2.33906683  0.51872186],[-4.70083590e+00  2.50626389e+00  4.50966583e-03],[-0.03643822  0.10626012 -0.03415741]
115.4539912,[-4.72486385  2.18481126  0.51976287],[-4.71220847  2.35189724  0.00549454],[-0.04044219  0.11923477 -0.01832726]
115.5399597,[-4.73573645  2.02904986  0.51956287],[-4.72464271  2.1949801   0.00494026],[-0.02736275  0.05353587  0.02972241]
115.6259606,[-4.74587808  1.87177989  0.5194007 ],[-4.73673929e+00  2.03640620e+00  4.35611675e-03],[-0.01964273  0.06507676  0.03087218]
115.7119646,[-4.75491019  1.71301747  0.52006656],[-4.74790267e+00  1.87670282e+00  4.72666199e-03],[-0.00262105  0.13511956  0.04954103]
115.7979858,[-4.76343139  1.55285793  0.5209405 ],[-4.75839226  1.71544269  0.00506912],[-0.00095737  0.12681531  0.05717847]
115.883981,[-4.77053124  1.38972867  0.52133332],[-4.76755896  1.55215847  0.00543802],[0.00080391 0.09942822 0.05670844]
115.9699674,[-4.77706397  1.22458344  0.52291403],[-4.7755546   1.38734684  0.00696727],[-0.00247952  0.1471175   0.05723831]
116.0559945,[-4.78279494  1.05671195  0.52351052],[-4.78263702  1.21906158  0.00729814],[-0.00091325  0.03979373  0.06190672]
116.1419809,[-4.78679764  0.88658047  0.52443158],[-4.78834285  1.04836635  0.00797817],[0.00977466 0.15846882 0.06324587]
116.2279706,[-4.78909003  0.71515375  0.52587897],[-4.79216971  0.87787457  0.00965079],[0.01583118 0.09474313 0.06836894]
116.3139756,[-4.79002502  0.5444563   0.52680182],[-4.7947094   0.70760622  0.01086091],[0.02234528 0.17634527 0.07638067]
116.3999691,[-4.78969425  0.37585644  0.52823117],[-4.79545012  0.54020276  0.01259679],[0.03821097 0.21245864 0.09872879]
116.4859607,[-4.78818113  0.2104449   0.52764192],[-4.79447322  0.37522294  0.01309585],[-0.01469547  0.10277678  0.00775263]
116.5719633,[-4.78731468  0.04960085  0.52588712],[-4.79100021  0.21185304  0.01396276],[-0.35782423  0.19617933 -0.58368799]
116.6579752,[-4.78522747 -0.1036122   0.52410649],[-4.79390949  0.05246067  0.0140793 ],[-0.24081575 -0.13564266  0.07442664]
116.7439594,[-4.77666116 -0.24952287  0.52851734],[-4.80100963 -0.09792578  0.01587958],[-0.14815037  0.50854303  0.31571783]
116.8299701,[-4.76182263 -0.389728    0.52891729],[-4.8015216  -0.24213295  0.01756555],[-0.15191995 -0.30883901  0.29061907]
116.9159768,[-4.73873194 -0.52435018  0.53069516],[-4.79505562 -0.3826896   0.01938747],[-0.10390213  0.18067861  0.41969115]
117.0019734,[-4.70631367 -0.6540753   0.53048478],[-4.78111033 -0.52109315  0.01970878],[-0.05408791 -0.0726266   0.53833614]
117.0879736,[-4.66436809 -0.78031876  0.52948235],[-4.75726484 -0.65766758  0.01974841],[-0.05081943 -0.09966886  0.59546037]
117.1739738,[-4.60999499 -0.90173834  0.52993589],[-4.72120618 -0.79194229  0.02099291],[-0.03243114 -0.13352139  0.64700253]
117.2599959,[-4.54343792 -1.01806388  0.53201763],[-4.67256527 -0.92378661  0.02298836],[ 0.01478926 -0.17595668  0.72545018]
117.3459985,[-4.46442835 -1.12908208  0.5322198 ],[-4.60978339 -1.05173714  0.02373618],[ 0.03093626 -0.14299085  0.73884629]
117.432003,[-4.37233399 -1.23322715  0.53198861],[-4.53151004 -1.17436662  0.02427766],[ 0.06335434 -0.10581137  0.75794294]
117.5179625,[-4.26829478 -1.32884457  0.53230748],[-4.43859049 -1.28909509  0.02505383],[ 0.06462988 -0.15575713  0.76000818]
117.6039586,[-4.15267718 -1.41425517  0.53212832],[-4.33055869 -1.39527573  0.02462218],[ 0.06700614 -0.16426557  0.72375751]
117.68996,[-4.02731896 -1.48813656  0.53258956],[-4.20990682 -1.49051081  0.02446646],[ 0.06130914 -0.16479437  0.70020282]
117.7759864,[-3.89355919 -1.5492918   0.53298199],[-4.07821425 -1.57292826  0.02402152],[ 0.07673119 -0.26177259  0.72915061]
117.8619733,[-3.75092054 -1.5974813   0.53258041],[-3.93503787 -1.64219022  0.0230302 ],[ 0.11935098 -0.23333318  0.77415733]
117.947969,[-3.59903447 -1.6322859   0.53314763],[-3.77959223 -1.69617563  0.02274659],[ 0.16684487 -0.2478393   0.79079011]
118.0339913,[-3.43772478 -1.653299    0.53440355],[-3.61180184 -1.73336345  0.02235864],[ 0.2280921  -0.17657216  0.80493414]
118.1200094,[-3.26990141 -1.66043553  0.5362642 ],[-3.43664967 -1.75040176  0.02236119],[ 0.26766596 -0.12450906  0.74674785]
118.2059579,[-3.10156234 -1.65417597  0.53847688],[-3.26384288 -1.7485198   0.02406302],[0.27055628 0.02774729 0.63593323]
118.2919736,[-2.93720739 -1.63668789  0.53868602],[-3.09620827 -1.73125611  0.02425029],[ 0.25939904 -0.06886263  0.54837715]
118.3779955,[-2.77924411 -1.61226521  0.53140731],[-2.93731769 -1.70460531  0.02651217],[ 0.05449739 -0.65403977  0.17540473]
118.4640055,[-2.6340846  -1.58204105  0.52295574],[-2.79131091 -1.67238753  0.02545681],[-0.01389316 -0.03547604  0.09304086]
118.550004,[-2.50958373 -1.54592858  0.52578926],[-2.66576977 -1.64350287  0.02722702],[ 0.01648324 -0.02728347  0.32960031]
118.6359959,[-2.40282658 -1.50589313  0.52701661],[-2.55281097 -1.61245265  0.02519044],[ 0.15700356 -0.0184719   0.59350777]
118.721982,[-2.31442533 -1.46287134  0.52897632],[-2.45650633 -1.57764463  0.024489  ],[0.15195406 0.01476683 0.62365913]
118.8079617,[-2.24142908 -1.41826821  0.53212187],[-2.37544889 -1.53932349  0.02361286],[ 0.14357765 -0.0447564   0.5721656 ]
118.893997,[-2.17931646 -1.37215348  0.53327781],[-2.30621386 -1.49886531  0.0224836 ],[0.11671053 0.03051983 0.50626806]
118.9799685,[-2.12643486 -1.32505067  0.53361429],[-2.24611851 -1.45759503  0.02155525],[0.12606365 0.00428871 0.48928339]
119.0659723,[-2.08137412 -1.27696037  0.53322141],[-2.19382651 -1.41544441  0.02045029],[0.12722642 0.0376461  0.49021712]
119.1519768,[-2.04221171 -1.22797291  0.53295892],[-2.14696126 -1.37216849  0.01962674],[0.09135445 0.05656531 0.47128072]
119.2379808,[-2.00911417 -1.17799552  0.53357108],[-2.10615339 -1.32867901  0.01991181],[0.06797335 0.02639611 0.44933044]
119.3239758,[-1.98146335 -1.12782113  0.53386877],[-2.06998316 -1.28450384  0.01968167],[0.0672962  0.06870013 0.452976  ]
119.4099615,[-1.95818375 -1.07715594  0.5335995 ],[-2.03705694 -1.23882093  0.01884287],[ 0.07052003 -0.00679776  0.4469643 ]
119.4960015,[-1.93851253 -1.0254135   0.53406214],[-2.00765689 -1.19163435  0.01863305],[0.04283004 0.03721264 0.45184266]
119.5839615,[-1.92189184 -0.97028246  0.53416125],[-1.98029209 -1.14066382  0.01816279],[ 0.06606609 -0.00525775  0.49214013]
119.6699545,[-1.9078849  -0.91195689  0.53336548],[-1.95519988 -1.08464537  0.01710669],[ 0.09353525 -0.03617282  0.51406493]
119.7559576,[-1.89546843 -0.8488586   0.53283083],[-1.93210842 -1.02274794  0.01626924],[ 0.09547937 -0.00630219  0.47939942]
119.8419917,[-1.88485658 -0.78012224  0.53145242],[-1.91208502 -0.95393807  0.0145171 ],[0.08193452 0.01473004 0.39488207]
119.9279637,[-1.87556872 -0.70603318  0.53091717],[-1.89553057 -0.87979183  0.0138496 ],[0.07035944 0.03371843 0.3260803 ]
120.0139573,[-1.86760533 -0.62705918  0.52936844],[-1.88171368 -0.79905767  0.01164461],[0.07793955 0.05582592 0.27131016]
120.0999758,[-1.86113654 -0.54463246  0.52890865],[-1.87111629 -0.71651738  0.01128927],[0.05783953 0.03481265 0.1985862 ]
120.1859705,[-1.85602878 -0.45994823  0.52735984],[-1.86303736 -0.63074922  0.00947325],[0.04902663 0.00699628 0.15100772]
120.2719712,[-1.85190323 -0.37415654  0.52656449],[-1.85717426 -0.54466237  0.00863348],[0.03036196 0.00657459 0.07678924]
120.3579757,[-1.84878146 -0.28756328  0.52558697],[-1.85307275 -0.45760002  0.00754417],[0.01706423 0.0884586  0.07705631]
120.443985,[-1.84649385 -0.20059021  0.5250947 ],[-1.84929945 -0.36948451  0.00659398],[0.02416207 0.0019943  0.07262658]
120.5299683,[-1.84509287 -0.11261216  0.52379339],[-1.84643415 -0.28120361  0.00530766],[0.02399984 0.06582355 0.07076931]
120.6159608,[-1.84459659 -0.02289766  0.52263076],[-1.84485499 -0.19056057  0.00408693],[0.02569808 0.05756422 0.07745568]
120.7019715,[-1.8444481   0.06831033  0.52224524],[-1.84391186 -0.09877838  0.00359909],[0.02180177 0.06886924 0.03334058]
120.7879717,[-1.84459981  0.16176065  0.52140638],[-1.84412099 -0.00521142  0.00281654],[4.60544636e-03 7.14570732e-02 1.96192892e-05]
120.8739715,[-1.84469882  0.25741357  0.52108418],[-1.84447211  0.09029779  0.00255981],[-0.00193647  0.02242922  0.0069591 ]
120.9599698,[-1.84485337  0.35591994  0.52021337],[-1.84484635e+00  1.88886235e-01  1.83864011e-03],[ 0.01048951  0.04192816 -0.00262202]
121.0459926,[-1.84492331  0.45863496  0.51925744],[-1.84509404e+00  2.91992661e-01  9.23034259e-04],[-0.00124872  0.02033514 -0.00582712]
121.1319613,[-1.84530812  0.56605742  0.51839056],[-1.84554411e+00  3.99895099e-01  1.79721927e-04],[ 0.00729876  0.07836176 -0.01928934]
121.2179589,[-1.84531723  0.67774308  0.51777263],[-1.84590766e+00  5.11484612e-01 -2.45834322e-04],[-0.00817768  0.0281082  -0.02259696]
121.3039935,[-1.84564819  0.79382357  0.53586299],[-1.84624548  0.62935632 -0.00282031],[ 0.00216783  0.21415463 -0.00386074]
121.3899693,[-1.84603155  0.92743405  0.62309771],[-1.84547173  0.78530874 -0.0099979 ],[0.15916016 2.46313097 0.04344767]
121.4759707,[-1.84834084  1.1749506   0.80397336],[-1.84697206  0.98715631 -0.00907971],[ 0.22798595  6.93486532 -0.22960994]
121.5619731,[-1.84634981  1.34438883  0.97800748],[-1.8520957   1.37864833  0.07222076],[-0.24220075 -0.56283865  0.20735719]
121.6479695,[-1.84978393  1.42328655  1.18945211],[-1.84892593  1.69202813  0.44206667],[ 0.11826634 -5.91301817 -0.23917541]
121.7339723,[-1.8497882   1.61572521  1.35268885],[-1.85332987  1.76473318  0.67643357],[-0.03731116 -1.2931168  -0.03997565]
121.8239801,[-1.85017799  1.83592666  1.49134043],[-1.85757368  1.80584199  0.88327657],[-0.01142303  1.050684   -0.03285402]
121.9101064,[-1.84996321  2.05688036  1.52136307],[-1.85805485  1.98756986  0.94765278],[-9.35454334e-02  5.73757040e+00 -2.55946220e-03]
121.9959688,[-1.84667548  2.24681424  1.5466734 ],[-1.85424757  2.12668206  0.98178028],[-0.15692247  2.08738351 -0.12220423]
122.0819786,[-1.84554171  2.42045618  1.54357746],[-1.84805317  2.27673019  0.98283765],[0.15582862 1.29670488 0.31073758]
122.1679974,[-1.84524375  2.59341658  1.53461338],[-1.84680164  2.43914398  0.98237389],[0.19564595 0.11094647 0.19986517]
